participante,comentário,dia
b0bd5290-3dd4-4593-99b9-c1055814408b,Super animada para aproveitar cada momento desse evento❤️,22/07/2025 09:02
ed496342-5088-4e03-9bf6-270dbfd06758,Abertura do WIT tá com clima descontraído e muito bonita decoração do palco <3,22/07/2025 09:11
b8b92070-a5ba-4bca-ab6c-1976294cf8da,Que felicidade estar junto a tantas mulheres potentes e arretadas!!!,22/07/2025 09:14
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,Está tudo lindo 💖,22/07/2025 09:15
98407e6b-7f8d-4182-abe5-b3d92e3d6f11,Excelente!,22/07/2025 09:17
98407e6b-7f8d-4182-abe5-b3d92e3d6f11,👏🏻👏🏻👏🏻,22/07/2025 09:17
268e12fc-6012-41e0-9301-483b58059c69,"Tá tudo muito lindo, vai ser incrível!",22/07/2025 09:19
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,"A palestra do WIT está sensacional, que seja uma experiência proveitosa para conhecer mulheres em todo o Brasil.",22/07/2025 09:24
268e12fc-6012-41e0-9301-483b58059c69,Podemos chegar a todos os lugares! Incrível!,22/07/2025 09:27
94e79e36-97e0-4aa4-b033-298dd22658d1,O WIT 2025 já é sucesso!,22/07/2025 09:31
94e79e36-97e0-4aa4-b033-298dd22658d1,Parabéns à organização do WIT por cuidarem com tanto carinho do evento! =D,22/07/2025 09:34
01bdf958-26a8-4cbb-9001-f8323dd02301,Que mulheres maravilhosas!!,22/07/2025 09:37
5bb974d7-0d42-4ba7-b115-6f2821843ecc,Que alegria poder participar do WIT 2025! Ansiosa por esses três dias!,22/07/2025 09:39
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,Espero sair desse evento bem representada por ser mulher na área de tecnologia e que tenha mais visibilidade em relação aos debates.,22/07/2025 09:40
9a0b6f46-36e7-4cce-81e7-87d8c0dec201,A palestra do WIT no congresso foi extremamente inspiradora. Ver mulheres compartilhando seus desafios na tecnologia reforça a importância de promover mais equidade e representatividade na área.,22/07/2025 09:43
9a0b6f46-36e7-4cce-81e7-87d8c0dec201,"Que energia maravilhosa na palestra do WIT! Sair desse espaço me fez lembrar por que escolhi estar na tecnologia ",22/07/2025 09:43
adec314d-1120-4e55-985a-8bdbbf48be55,"Gurias na Computação, presente!",22/07/2025 09:43
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,"Participar do WIT é uma experiência enriquecedora e inspiradora. Estar ao lado de tantas mulheres incríveis, conhecendo suas trajetórias, desafios e conquistas na área da tecnologia.",22/07/2025 09:47
1bfbf56f-28e4-4dee-874f-83823030bda3,"Segunda edição que participo do WIT, e como na edição passada, o evento está lindo! As mulheres que fazem isso acontecer são uma grande inspiração para mim. ",22/07/2025 09:49
6e490da9-d604-49fa-b782-7cc09c1615d3,"Esse evento é extremamente importante para que mulheres de tecnologias se vejam representadas. ",22/07/2025 09:50
6e490da9-d604-49fa-b782-7cc09c1615d3,"Espero em breve fazer parte do grupo de projetos associados às meninas digitais. Muito significado estar num evento que valoriza mulheres na tecnologia. ",22/07/2025 09:51
2c016692-1092-46cc-876c-ed6be5556315,Evento inspirador!,22/07/2025 09:52
ae163e36-169f-44a1-8c73-558123924278,Incrível ouvir de uma mulher na área de cibersegurança. Inspiração.,22/07/2025 09:55
ae163e36-169f-44a1-8c73-558123924278,"Boa ideia de gamificação. Dinâmica atraente. ",22/07/2025 09:55
1adbc12f-bf03-4c55-8960-539251e80c9e,amando,22/07/2025 09:56
934ac1e9-8a9e-4865-977f-b22e4bbce84e,Uhuuul ansiosa por toda a programação,22/07/2025 09:56
01bdf958-26a8-4cbb-9001-f8323dd02301,Já quero brindeess,22/07/2025 09:56
0075ff65-ea4f-498d-992f-ada2464aa615,Muito show a abertura!,22/07/2025 09:56
c2b6bd29-c4b7-4ad9-ab56-0ec11fd42341,Muita emoção neste inicio do WIT,22/07/2025 09:56
c90f49e7-30eb-4954-bad6-ff13e4342a57,Ansiosa para todos esses dias!,22/07/2025 09:57
ed496342-5088-4e03-9bf6-270dbfd06758,Abertura está cheia de momentos especiais 🤩,22/07/2025 09:57
97bb898c-af32-4429-b56c-5914309a8775,Muito feliz de conhecer mulheres tão incríveis!!!,22/07/2025 09:57
c90f49e7-30eb-4954-bad6-ff13e4342a57,Amando tudo!,22/07/2025 09:57
beb83d0c-252a-427a-ad04-c09c36dde4bd,"Minha primeira vez e já estou amando ",22/07/2025 09:57
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"Ótima palestra de abertura, tudo muito bem explicado e a equipe é super divertida e intrigante.",22/07/2025 09:58
412301d3-9406-4057-b8ca-f6c63f066ec3,Evento extremamente necessário!! Adorei com certeza venho nas próximas edições!!,22/07/2025 09:58
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,Adorando o WIT <3,22/07/2025 09:59
ec75f459-7b9d-4c5e-a6c6-7e8f15491c4b,estou adorando,22/07/2025 09:59
ec75f459-7b9d-4c5e-a6c6-7e8f15491c4b,"palestras muito interessantes, parabens!",22/07/2025 09:59
b276ced5-ff2f-4c66-821d-f7751ca3e6d8,Amando a vibe boa do WIT!,22/07/2025 10:01
6a932bef-bc47-4979-8361-01f0ca51d5bd,Muito legal ver o WIT lotado como sempre,22/07/2025 10:01
c8ddbe59-a031-4194-add3-db3071ddcbef,"Amando a Abertura do WIT ",22/07/2025 10:01
c8ddbe59-a031-4194-add3-db3071ddcbef,Meninas na Computação! 💜,22/07/2025 10:01
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,Meu primeiro WIT e estou amando,22/07/2025 10:01
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,"Estar no WIT foi mais do que participar de um evento — foi se reconhecer em histórias, se inspirar em trajetórias e renovar o compromisso com a transformação que queremos ver na tecnologia.",22/07/2025 10:02
d7cc7b23-8be1-497b-ae4a-23b538971629,"Evento maravilhoso ",22/07/2025 10:02
412301d3-9406-4057-b8ca-f6c63f066ec3,Amei a ideia de sorteios e brindes!!!,22/07/2025 10:02
de8d707d-b7b7-43bd-9191-a060a88bb761,"Que evento incrível, animada para as próximas atividades 🤩",22/07/2025 10:02
d7cc7b23-8be1-497b-ae4a-23b538971629,"Parabéns meninas ",22/07/2025 10:02
93780366-368f-4230-aa79-3ac4dca0bec6," meu 1° WIT 🥰",22/07/2025 10:02
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,"Minha primeira vez participando do WIT! Tô animada demaaais pra conhecer os projetos e ver os artigos! ",22/07/2025 10:02
69ff38b0-ff54-47d7-bee7-cccd757b6ed4,Muito top,22/07/2025 10:02
69ff38b0-ff54-47d7-bee7-cccd757b6ed4,"Ótimo evento ",22/07/2025 10:02
16d2d16a-6864-4d0c-afe3-d87991308ec5,"Eu acho que pelo menos no último ano, além de ouvir comentários, o número de meninas na área da computação tem diminuido, ou seja, é muito bom a presença do WIT para continuar ajudando as mulheres",22/07/2025 10:04
4270590b-ac53-434d-88eb-f948b87a7247,"Muito massa a inclusão que o WIT e o Meninas Digitais proporciona, por mais movimentos assim!",22/07/2025 10:04
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,Quero ser revisora do próximo WIT e espero vcs no WIT 2027 que será em Manaus e eu e Fabiola somos as coordenadoras do CSBC,22/07/2025 10:05
16d2d16a-6864-4d0c-afe3-d87991308ec5,Acho essa palestra super necessária,22/07/2025 10:05
cd5e94b1-51c2-4147-a20b-9e1345a0adad,"Eu ameiii a abertura foi muito legal. Eu amo estar nesses ambientes! Me dá mais incentivo e entusiasmo em continuar na área ",22/07/2025 10:05
4270590b-ac53-434d-88eb-f948b87a7247,"Muito bom ver tantas garotas entrando nesse mercado, que esse número continue crescendo!",22/07/2025 10:05
d230aaa6-976f-49bd-bb8a-21d45dec64ab,Parabéns sobre a iniciativa!,22/07/2025 10:06
cd5e94b1-51c2-4147-a20b-9e1345a0adad,"A pesquisa sobre cyber segurança eu amooo 
É a área que pretendo seguir com toda certeza !!!",22/07/2025 10:06
d230aaa6-976f-49bd-bb8a-21d45dec64ab,Gostei da escolha da Michelle para a palestra de abertura,22/07/2025 10:06
1bfbf56f-28e4-4dee-874f-83823030bda3,"Amei a ideia do app da gamificação, é legal visualizar as missões que precisamos completar! ",22/07/2025 10:07
6c3e12ff-eaca-45fd-ab7c-b291f088c86e,Quantas mulheres incríveis em um só lugar!,22/07/2025 10:07
6c3e12ff-eaca-45fd-ab7c-b291f088c86e,"Muito animada com a gamificação ",22/07/2025 10:07
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,Acho legal a ideia de mostrar por quem está por trás do evento! É muito bom ver como várias mulheres se esforçaram para fazer esse evento acontecer com a melhor qualidade!!!,22/07/2025 10:07
908bb7b4-88ca-4d4c-83d1-513a4e11c569,"Estou participando pela primeira vez do WIT e estou amandooo! Que experiência incrível. ",22/07/2025 10:08
5ca22f49-b601-4a36-81af-dba71e05cf97,Mulheres maravilhosas! 👏🏻,22/07/2025 10:08
c5f537b2-2d25-4784-88c0-7d434cd447d9,O Mermãs Digitais já chegou por aqui e estamos amandoooo 💜,22/07/2025 10:08
908bb7b4-88ca-4d4c-83d1-513a4e11c569,CSBC arrasou nos brindes. 🥰,22/07/2025 10:08
fa22c635-07b6-4718-9309-2665ad2d1a12,MinasCoders no WIT!💚💚💚,22/07/2025 10:09
c5f537b2-2d25-4784-88c0-7d434cd447d9,"O @mermasdigitais quer conhecer cada um de vocês! Então já corre lá no Instagram da um oi pra gente, Mermã!",22/07/2025 10:09
7afaf882-baa2-47f7-aa69-a15f8ad3452a,"Minha primeira vez no CSBC, estou super animada com a programação do WIT.",22/07/2025 10:10
4a257948-6c61-4d69-b2bf-45561ca9dc96,"Parabéns a todas as mulheres que fizeram a evento acontecer, vocês são fundamental na representatividade e no senso de pertencimento da área da computação.",22/07/2025 10:10
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,Muito feliz em ver o Meninas.comp em peso aqui!!,22/07/2025 10:10
ad354d54-21eb-4c8d-a1a9-d68dbfca98d4,top,22/07/2025 10:10
ad354d54-21eb-4c8d-a1a9-d68dbfca98d4,legal,22/07/2025 10:10
4a257948-6c61-4d69-b2bf-45561ca9dc96,"Fico muito feliz de estar presente aqui, gostei bastante da organização de vocês, o aplicativo foi fundamental para isso. <3",22/07/2025 10:11
df0c5066-4918-4384-bf21-9ba7343bf772,Que maravilhoso,22/07/2025 10:11
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,Super interessante o tema da palestra e o protagonismo das mulheres em TI,22/07/2025 10:12
7ccb708c-e1cd-4901-8baf-d7ab9d4f653c,Muito legal!!!!,22/07/2025 10:12
e9b594f7-6309-4190-9032-4dde803e2d6a,Muito bom conhecer a história de outras mulheres na área👏👏👏,22/07/2025 10:12
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,Show,22/07/2025 10:13
262af184-23c3-4cb4-8231-04a142217d69,Muito inspirador! Mostra que nós mulheres podemos encontrar nosso lugar na tecnologia.,22/07/2025 10:13
7ccb708c-e1cd-4901-8baf-d7ab9d4f653c,Parabéns meninas digitais!!!!,22/07/2025 10:13
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,As palestras estão incríveis e muito inspiradoras ❤️,22/07/2025 10:13
f37ffdc2-3f64-4b56-a935-4ddecee92321,Muito bom poder participar do evento.,22/07/2025 10:13
6a932bef-bc47-4979-8361-01f0ca51d5bd,"Palestra sensacional, uma visão pessoal de uma pesquisadora já consolidada",22/07/2025 10:14
170840c4-5893-454a-8433-5854baffd2cc,"Quão gratificante é ver a diferença que o WIT está fazendo, promovendo uma maior presença de mulheres nas áreas de tecnologia!",22/07/2025 10:14
d90a7533-8a3c-4a1e-9221-2185fdeaec90,Energia maravilhosa!!! Muito bom ver mulheres na área de TI,22/07/2025 10:14
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,"Estou amando cada momento, tudo perfeito ",22/07/2025 10:14
dbfa6a71-9259-4730-8103-7b846417ee6c,"Evento muito interessante, ouvir mulher numa área ainda muito masculina é sempre bom!",22/07/2025 10:14
d90a7533-8a3c-4a1e-9221-2185fdeaec90,"Inspirador ouvir todas as histórias dessas mulheres maravilhosas! ",22/07/2025 10:15
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,"Evento inspirador, sensação incrível ver tantas mulheres maravilhosas ",22/07/2025 10:15
170840c4-5893-454a-8433-5854baffd2cc,Ansiosa pelo Fórum Meninas Digitais!,22/07/2025 10:15
9365cf2e-64e9-49a0-bd3a-0d347b215820,O que ti motivo a seguir a carreira bastante domininada pelo o público masculino?,22/07/2025 10:15
9365cf2e-64e9-49a0-bd3a-0d347b215820,Palestra está incrível ❤️❤️,22/07/2025 10:16
e895817d-40ea-4597-a1bb-4bc2cf6cbe8d,é inspirador ver mulheres ocupando cargos tão importantes dentro da tecnologia 🥰✨,22/07/2025 10:16
6f176fc5-6aae-47d6-ada8-2b685bef02b4,Muito interessante!!,22/07/2025 10:18
68e4ebcd-71fa-44a0-bd6b-1baa21fbb915,"Abertura linda, evento maravilhoso!!",22/07/2025 10:18
6f176fc5-6aae-47d6-ada8-2b685bef02b4,👏🏽👏🏽👏🏽,22/07/2025 10:18
7afaf882-baa2-47f7-aa69-a15f8ad3452a,Evento incrível! 😍,22/07/2025 10:19
936c9115-1651-46b3-8773-bdd88526fc2f,"Amei a abertura, gamificaçao é tudo ",22/07/2025 10:21
936c9115-1651-46b3-8773-bdd88526fc2f,"Tudo perfeito ",22/07/2025 10:23
e9b594f7-6309-4190-9032-4dde803e2d6a,A palestra da professora Michelle Wangham está maravilhosa !! Estou começando a ter interesse e olhar com mais carinho para a área de cibersegurança🩷,22/07/2025 10:23
2c016692-1092-46cc-876c-ed6be5556315,Palestra da Michele tá massa!! ♥️,22/07/2025 10:23
8e1a9311-52fe-4567-8c58-70f0e2281925,Evento Incrível !!!,22/07/2025 10:23
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,❤️❤️❤️,22/07/2025 10:23
8e1a9311-52fe-4567-8c58-70f0e2281925,"Ameiiii esse livro !!!
Já queroooo",22/07/2025 10:24
e11a154c-a026-49a9-9a71-ad45b5939df8,Que evento lindo 🥰,22/07/2025 10:25
53e90d93-f0bd-4877-9279-97a086ab6bc5,Abertura muito linda e inspiradora!! Sempre bom ver mulheres dominando espaços na educação e tecnologia 💞,22/07/2025 10:25
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,Uma experiência incrível 👏👏👏,22/07/2025 10:26
e11a154c-a026-49a9-9a71-ad45b5939df8,"O wit é maravilhoso ",22/07/2025 10:26
262af184-23c3-4cb4-8231-04a142217d69,"Importância de aprender a conciliar as tarefas do trabalho com a maternidade. Ambos de fato valem a pena. ",22/07/2025 10:26
a57c1135-2ebb-4824-9625-c0bce163dddf,Evento incrível 👏🔥,22/07/2025 10:27
a57c1135-2ebb-4824-9625-c0bce163dddf,"A gamificação esse ano está incrível ",22/07/2025 10:28
da7abf85-cae5-4a1a-83ef-e23b350da886,Iniciei agora dentro do evento e estou amando!!,22/07/2025 10:28
da7abf85-cae5-4a1a-83ef-e23b350da886,Esta sendo bem animado!,22/07/2025 10:29
f37ffdc2-3f64-4b56-a935-4ddecee92321,Muito ver jornadas e desafios das mulheres no meio acadêmico e profissional. Exemplos de superação e persistência.,22/07/2025 10:29
67959b7b-0a25-4354-a35e-f5974a549323,É Incrível estar rodeada de mulheres inspiradoras 🤩,22/07/2025 10:30
4b19c21f-0936-4c69-ae25-18f84c9119a3,"É incrível conhecer a história de tantas mulheres na area, é inspirador e me estimula a crescer em TI",22/07/2025 10:31
00da94da-eaf9-4790-a6fe-fe7b33931c70,"É tão importante esse compartilhamento da Michelle, mostrando que não é fácil construir uma carreira de sucesso, mas é possível e uma realidade próxima de nós!",22/07/2025 10:31
5ca22f49-b601-4a36-81af-dba71e05cf97,Michelle você é uma inspiração! 🤩👏🏻,22/07/2025 10:31
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"A palestra da Michelle Wangham foi muito boa, a oratória dela prende a atenção e sua experiência de vida conseguiu me inspirar a crescer muito mais.",22/07/2025 10:32
adec314d-1120-4e55-985a-8bdbbf48be55,"A trajetória de Michelle é, de fato, inspiradora! ",22/07/2025 10:32
d045f926-cf41-4757-ae96-89594f6e4870,To amando participar! 💜,22/07/2025 10:32
6e668e80-7eda-405e-814d-d4b1dd4538c3,uma palestra realmente muito inspiradora!,22/07/2025 10:32
d045f926-cf41-4757-ae96-89594f6e4870,Conheça o Mermãs digitais 💜 @mermasdigitais,22/07/2025 10:32
934ac1e9-8a9e-4865-977f-b22e4bbce84e,Excelente palestra! Muito interessante entender a vida da professora e como toda a sua carreira foi construída,22/07/2025 10:34
849079b5-58a9-4408-b5d9-528fed2b6ac7,tudo muito lindo!!! 🥹💗💗💗,22/07/2025 10:35
849079b5-58a9-4408-b5d9-528fed2b6ac7,melhor evento do csbc 💗💗💗💗💗,22/07/2025 10:35
599e5dc6-fa67-4845-a44e-539c244937fc,"Que evento incrível!!! ",22/07/2025 10:35
b787555f-cd18-4a0b-9e20-493282185ddd,"Relatos de experiência por mulheres são sempre mais tocantes ",22/07/2025 10:35
560003d3-5b59-481c-85d2-838ef984b466,"Muito importante para incentivar as mulheres na área da tecnologia. ",22/07/2025 10:35
e6d477bf-b603-42a7-985e-ac84356103b9,"Que grande mulher a Michelle é! Me sinto inspirada em ver como outras mulheres tiveram/têm o mesmo sentimento que eu e que elas chegaram lá, assim como quero chegar um dia também! 💜💜",22/07/2025 10:35
c01cfc13-c80c-4c86-872a-da81361b3339,Amei a palestra de abertura! Muito inspirador ver de perto a história da doutora!,22/07/2025 10:36
8f5325ba-18dd-4ae4-b9e8-c669f82c4571,"Muito boa ",22/07/2025 10:36
c55ff755-bd00-4af8-b6ed-ed43007446b3,Muito bacana as pulseirinhas de cada região do Brasil!,22/07/2025 10:36
3ad87374-5d6b-41e4-a901-00435a3f8c6e,"A palestra apresentada realmente foi inspiradora e de um valor surpreendente! Gostei muito de presenciar esse evento! ",22/07/2025 10:36
8f5325ba-18dd-4ae4-b9e8-c669f82c4571,me sinto confortavel e representada,22/07/2025 10:36
6e668e80-7eda-405e-814d-d4b1dd4538c3,Muito legal conhecer uma mulher tão forte e inteligente!!,22/07/2025 10:36
560003d3-5b59-481c-85d2-838ef984b466,Inspiração para que outros sigam no propósito!,22/07/2025 10:36
3ecdcc60-1292-4833-9c99-08066e0a6e86,Palestra de Abertura foi muito inspiradora! <3,22/07/2025 10:37
342d6dfe-f757-4730-97bc-246b444e6474,"Queria falar sobre a inspiração que é Michelle Wangham e o quanto foi lindo de conhecer sua história pessoal, acadêmica e profissional. Uma lição de como nós mulheres podemos seguir nossos sonhos!",22/07/2025 10:37
4b19c21f-0936-4c69-ae25-18f84c9119a3,É bom ter uma história tao linda pra se espelhar que nem a da Michele,22/07/2025 10:37
f6bf24cf-734d-4f0e-a735-4a08d53c2b85,"História de vida inspiradora! ",22/07/2025 10:37
c55ff755-bd00-4af8-b6ed-ed43007446b3,Muito querida a Mirella entregando marca-páginas pra gente!,22/07/2025 10:38
050da8f6-fd58-42b6-8066-82fb42c0fa4b,"As recepcionistas que estão tomando conta das inscrições são muito tranquilas e estão de parabéns ",22/07/2025 10:38
3ad87374-5d6b-41e4-a901-00435a3f8c6e,"Obrigada a Michelle por ter aceito esse convite! A história dela foi linda de escutar e poder ouvir sobre seu percurso e sua trajetória para chegar até aqui foi muito bom! ",22/07/2025 10:38
a24b5393-ee39-4272-8f84-7f95fa794341,Michelle inspirando mulheres... Muito bom! 🤩,22/07/2025 10:38
050da8f6-fd58-42b6-8066-82fb42c0fa4b,"O evento é bem organizado e tem grande atração a qualquer um que passe, chamando a atenção ",22/07/2025 10:38
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,Conhecer a história e trajetória das mulheres importantes é essencial para o crescimento individual,22/07/2025 10:38
575e397c-e7d3-4587-9a09-46e3df1ccdf4,"História de vida inspiradora da Michelle, muitas vezes a família pesa nas nossas decisões. Parabéns!",22/07/2025 10:38
3e429152-f456-498f-9abb-459b5388f42d,Palestra incrível sobre a trajetória de uma mulher em cargo de liderança!!,22/07/2025 10:38
342d6dfe-f757-4730-97bc-246b444e6474,Uma oportunidade incrível de participar da edição WIT de 2025 ⭐️,22/07/2025 10:39
3e429152-f456-498f-9abb-459b5388f42d,Evento lindo e muito bem organizado! Muito feliz em prestigiar as palestrantes e pessoas autoras,22/07/2025 10:39
18539e11-61c0-49b8-9bc8-f628af7e8159,"Muito bom ouvir a experiência de vida da Michelle
",22/07/2025 10:39
a6584b5b-822e-4c85-be5b-e91db87dc16e,"Palestra de Michelle Wangham é uma inspiração para todas as mulheres. ",22/07/2025 10:39
192b32a5-e58c-4098-9904-78bda4615134,ótima palestra,22/07/2025 10:40
a31c1cb8-e9bd-4faa-854e-3b114bbb62ed,"Palestra Maravilhosa! Muito bom estar presente ",22/07/2025 10:40
192b32a5-e58c-4098-9904-78bda4615134,"não vejo a hora da próxima ",22/07/2025 10:40
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,Belíssima fala da Michele.,22/07/2025 10:40
a31c1cb8-e9bd-4faa-854e-3b114bbb62ed,Não vejo a hora de escutar o fórum das Meninas Digitais!!,22/07/2025 10:40
3ecdcc60-1292-4833-9c99-08066e0a6e86,Cunhantã Digital em Maceió! 😄,22/07/2025 10:41
d02b6ff0-dcbf-4984-a11b-da3709dfc569,"Ações importantíssimas, parabéns. ",22/07/2025 10:41
d02b6ff0-dcbf-4984-a11b-da3709dfc569,"Já quero meus selos!! ",22/07/2025 10:42
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,A palestra da Michelle Wangham é inspiradora!! Conhecer histórias e saber toda a dedicação de mulheres incríveis hoje em dia me inspira a continuar e querer ir crescendo cada vez mais igual elas!!,22/07/2025 10:43
f2d72cbf-07dd-4592-9ed1-c74275748cb7,"Ótima recepção, as meninas são muito educadas e gentis.",22/07/2025 10:43
1130f3f4-1e33-482d-a327-745c63f1516b,"UFS presente aqui ",22/07/2025 10:43
2d008ba4-8834-40ce-9c01-468181373d96,"Muito boa a palestra da prof Michele. Incentiva bastante, aquece o coração ♥️",22/07/2025 10:43
1e2c4536-db1c-40f6-a514-717da937138d,"A organização do evento está incrível, as moças da recepção são calorosas e explicam tudo muito bem.",22/07/2025 10:44
92884dd4-6d85-4439-b8ed-855f735d689a,"Ufs presente!!! Projeto Codequeens ",22/07/2025 10:44
f2d72cbf-07dd-4592-9ed1-c74275748cb7,Ótima oportunidade para se conectar com outras meninas e conhecer projetos de todo o Brasil.,22/07/2025 10:44
92884dd4-6d85-4439-b8ed-855f735d689a,Muito bom,22/07/2025 10:44
1130f3f4-1e33-482d-a327-745c63f1516b,Animada para as próximas palestras!!!!!,22/07/2025 10:44
5bb974d7-0d42-4ba7-b115-6f2821843ecc,"Excelente palestra! Parabéns, Michelle!",22/07/2025 10:44
1e2c4536-db1c-40f6-a514-717da937138d,"Amo o fato de termos um evento só nosso, só das mulheres. Não somos maioria, mas somos unidas.",22/07/2025 10:44
97bb898c-af32-4429-b56c-5914309a8775,Bom demais ver os resultados do meninas digitais e o impacto no país todinhos 💖,22/07/2025 10:44
b787555f-cd18-4a0b-9e20-493282185ddd,Os projetos acadêmicos deveriam ser mais valorizados no nosso país. É enriquecedor.,22/07/2025 10:47
cf343695-2367-4236-b0ab-3c72d8222639,Achei muito interessante acompanhar a experiência de sucesso de uma mulher na Computação. Palestra muito motivadora.,22/07/2025 10:52
cf343695-2367-4236-b0ab-3c72d8222639,Motivadora.,22/07/2025 10:52
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,"Palestra muito dinamica e boa, muito explicativa e entusiasmante ",22/07/2025 10:52
65ac7c8a-1f08-47ab-bf2a-1f556fe3852c,"Muito importante este trabalho de incentivar a presença de mulheres na computação ",22/07/2025 10:52
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,"Gosto muito da ideia dos desafios, estimula a presença e participação mo evento",22/07/2025 10:53
65ac7c8a-1f08-47ab-bf2a-1f556fe3852c,"Parabéns a todas envolvidas ",22/07/2025 10:54
79625db1-c0bb-49d6-aa29-76fd1dc284e8,"Sempre gostei muito da Área de inovação, achei legal a parte de ter no CSBC essa inovação! Muito bom para as meninas conhecerem esses movimentos?",22/07/2025 10:55
2588a076-a47e-443c-a9f3-22057a7980f9,"Palestras extremamente necessárias e inspiradoras, especialmente para mulheres que, até pouco tempo, nao tinham espaço.",22/07/2025 10:58
c04b5ba6-0939-443f-93db-54b15820e804,Muito inspirador conhecer a trajetória de outras mulheres na pesquisa 💖💖,22/07/2025 10:59
266dfd00-4b9e-447c-910d-0deebdb32501,"Tantos relatos lindos sendo compartilhados. Momento inspirador! ",22/07/2025 11:00
