participante,comentário,dia
a9d36446-c85c-43d3-bccf-8084d2231951,"Gostei muito da organização e da apresentação de abertura ",24/09/2025 09:33
700f7b0c-46a5-4f88-b605-7015d0660e2b,Muito bom,24/09/2025 09:33
4395eb8b-e6f9-4282-85dc-98453a11cc3e,🥳🥳,24/09/2025 09:35
f436cb6f-b331-4a0c-ba41-567a1f74ef05,A decoração esta incrivel,24/09/2025 09:36
7568d4e3-7c42-4c07-9246-161f8f144017,Muito bom as palmas para a Gláucia e o para o Nacif.,24/09/2025 09:36
f436cb6f-b331-4a0c-ba41-567a1f74ef05,Ansioso para a gamejam,24/09/2025 09:37
4395eb8b-e6f9-4282-85dc-98453a11cc3e,🥳🥳,24/09/2025 09:37
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Muito legal o projeto da GameHub!,24/09/2025 09:40
7568d4e3-7c42-4c07-9246-161f8f144017,Opções duplicadas no questionário de avaliação do my mobiconf.,24/09/2025 09:40
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,time aseta➡️,24/09/2025 09:40
03164614-b683-45b1-98f0-7179e65cd4ed,"achei o fotógrafo muito charmoso, alguém sabe me falar qual o nome dele?",24/09/2025 09:42
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Parabéns aos professores Daniel e Philipe pelo projeto!! E os alunos envolvidos!,24/09/2025 09:43
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,cofe breaqui,24/09/2025 09:48
226440c8-ce0c-42b8-a37b-8435e915955d,Adorei o tema da Gamejan!,24/09/2025 09:53
19f49226-5a60-463b-85d3-ac562e4eddc4,Tema da gamejam muito daora,24/09/2025 09:53
19f49226-5a60-463b-85d3-ac562e4eddc4,Projeto incrível organizado pelo Daniel e Philipe!,24/09/2025 09:53
c9e2374f-bf33-4003-b871-6ecb5ae22aee,"Coffee Break muito bom  ",24/09/2025 10:23
c9e2374f-bf33-4003-b871-6ecb5ae22aee,SECOM promete….,24/09/2025 10:23
5f8de493-ef20-420b-89bc-09e886b26f67,Bom,24/09/2025 10:33
5f8de493-ef20-420b-89bc-09e886b26f67,"Ótimo ",24/09/2025 10:33
3e72f254-acab-4aec-ad73-bf9dff9c21ad,Muito bom o coffe break,24/09/2025 10:36
4a38eef3-4375-45b4-b386-649cb518c20b,"coffee break ótimo, to de bucho cheio",24/09/2025 10:42
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,ja ta podendo almossar?,24/09/2025 10:44
86cb75a4-c315-4d9a-9289-8ea110fc8799,"Muito legal ",24/09/2025 10:45
86cb75a4-c315-4d9a-9289-8ea110fc8799,"Assunto interessante ",24/09/2025 10:45
8f4c1ec8-e5ed-4ce2-90f1-84bbab673805,Secom ta boa demais,24/09/2025 10:45
8f4c1ec8-e5ed-4ce2-90f1-84bbab673805,IHC é uma area super interessante!,24/09/2025 10:46
8f4c1ec8-e5ed-4ce2-90f1-84bbab673805,IHC é uma area super interessante,24/09/2025 10:48
47cacf3f-e0f2-421b-a645-5e0efd6cc615,"Feliz demais em ter vindo varado de fome pra essa abertura, que coffe break. 😋",24/09/2025 10:49
a9d36446-c85c-43d3-bccf-8084d2231951,Apresentação de IA muito boa,24/09/2025 10:50
03164614-b683-45b1-98f0-7179e65cd4ed,"Queria mais atenção do fotógrafo ",24/09/2025 10:51
7d582411-e617-4105-8edf-bca7ee066eca,"Gostei dos temas das palestras ",24/09/2025 10:53
43aca24c-d788-497e-8521-06df728eeaf8,Animado pra gamejam,24/09/2025 11:05
99899b5a-eb3d-4d67-a64f-a143f824a709,"A ""pressão por lucros"" não impede a aplicação da ética apenas na IA – impede em tudo!",24/09/2025 11:06
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,Ótimo evento,24/09/2025 11:11
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,"A nova interface e funcionalidades do my mobi conf ficaram ótimas ",24/09/2025 11:12
ef513315-04b4-49b0-ae60-0cfd18608054,Muito interessante.,24/09/2025 11:12
37ec55d9-b848-47bd-9a33-f64afd2dd867,"Mto bom ",24/09/2025 11:18
37ec55d9-b848-47bd-9a33-f64afd2dd867,Ótima,24/09/2025 11:18
5bc436a4-ec67-4216-87a7-d9152877d21f,"Adorei a palestra ",24/09/2025 11:25
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,Seria legal se tivesse uma aba pra ver todos os comentários  :(,24/09/2025 11:26
e2b6d403-470e-4752-8767-48575bb10c67,"Seria bom ter a opção de ler todos os comentários ",24/09/2025 11:26
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"Gostei muito da palestra, esse tema da ética nas IA's é muito relevante, não só pra nós estudantes, mas também pra sociedade ",24/09/2025 11:28
daac9055-17a0-4775-bb21-9c0add9d45ec,Palestra muito interessante!!,24/09/2025 11:29
43aca24c-d788-497e-8521-06df728eeaf8,Coffee break de respeito viu,24/09/2025 11:30
b843c3db-fc8f-45a6-8322-19b87391fa20,Edtou achando o evento incrível! Por mais SECOMs assim,24/09/2025 11:32
8b532002-32a9-47b8-a068-f68ebed037cd,"O auditório tá meio frio. Se pá, tlg",24/09/2025 11:32
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Muito bom!!!,24/09/2025 11:33
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Animado para a próxima palestra,24/09/2025 11:33
b843c3db-fc8f-45a6-8322-19b87391fa20,"Vamos manter o foco e a ética sempre que utilizarmos IAs, evitando sempre deixar que ela faça tudo por nós.",24/09/2025 11:35
2841ae4b-ef6a-4661-94a3-9777a70ec034,Esse Coffee break é covardia,24/09/2025 11:45
2841ae4b-ef6a-4661-94a3-9777a70ec034,Camisa legal!,24/09/2025 11:45
45025e25-714c-447c-ad00-3f2880882d2b,As palestras tão boa mas esse coffe break é covardia,24/09/2025 11:46
45025e25-714c-447c-ad00-3f2880882d2b,Alguém sabe qual o shampoo o nacif usa ?,24/09/2025 11:47
32724cee-7c33-4b98-a90c-4d0203f9d84a,No futuro a ia poderá tira o trabalho em certas áreas da computação?,24/09/2025 11:49
32724cee-7c33-4b98-a90c-4d0203f9d84a,"Qual séria a próxima geração da IA , se a de hoje é a IA genérativa?",24/09/2025 11:51
9764ca16-8169-496a-86f2-8b5413a49083,Muito bom!,24/09/2025 12:02
9764ca16-8169-496a-86f2-8b5413a49083,Gostei muito da organização do evento!,24/09/2025 12:02
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,foi muita boa!,24/09/2025 12:04
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,"adorei a organização da secom ",24/09/2025 12:04
548430cf-9b95-4cde-93c2-547a80cdd20e,Evento muito bem organizado!,24/09/2025 12:05
548430cf-9b95-4cde-93c2-547a80cdd20e,Muito bom!,24/09/2025 12:06
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"O ar-condicionado está muito gelado ",24/09/2025 12:40
7064b0be-2b69-4b72-b749-c7057e244714,palestra muito interessante!,24/09/2025 13:14
667d742e-3fdf-457b-b63c-7a8befc9bee4,"O coffee break tava muito bom ",24/09/2025 13:37
c922b921-1305-4fe3-b76c-649887d97eb4,Muito bem organizado o evento,24/09/2025 13:37
c922b921-1305-4fe3-b76c-649887d97eb4,A palestra foi muito boa mas deveriam ler mais perguntas,24/09/2025 13:38
667d742e-3fdf-457b-b63c-7a8befc9bee4,Animado para a palestra das 14 horas,24/09/2025 13:39
47cacf3f-e0f2-421b-a645-5e0efd6cc615,Rapaziada muito linda do mymobiconf,24/09/2025 14:03
0b3e0f11-e393-4fb7-9c3b-1fa8ad9b3176,palestras mt boas,24/09/2025 14:03
9aa2b218-1ce5-4019-8e59-cefd44bc9866,Animado para o primeiro dia!!,24/09/2025 14:17
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,sorteia um abadá do myMobConf😭😭😭😭,24/09/2025 14:17
9aa2b218-1ce5-4019-8e59-cefd44bc9866,vamos Trojan!,24/09/2025 14:17
d0881343-b903-4573-aee3-c821f2e201de,As palestras estão muito boas!!!,24/09/2025 14:21
ef513315-04b4-49b0-ae60-0cfd18608054,Muito legal.,24/09/2025 14:21
d51c3bbb-185b-4a34-848a-607621bd7cc2,Muito bom!,24/09/2025 14:22
91c06250-9999-4019-95bb-12b3cfebb7ca,"Muito bacana ter várias pessoas que já se formaram, aqui novamente na
UFV",24/09/2025 14:22
91c06250-9999-4019-95bb-12b3cfebb7ca,Muito bacana,24/09/2025 14:23
d0881343-b903-4573-aee3-c821f2e201de,"Ansioso para ver como vai ser a maratona!!! ",24/09/2025 14:23
daac9055-17a0-4775-bb21-9c0add9d45ec,"Muito legal o tema da mesa redonda ",24/09/2025 14:24
3e72f254-acab-4aec-ad73-bf9dff9c21ad,Ansiosa pela maratona,24/09/2025 14:25
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Gostei muito do desenvolvimento do app nesses 3 anos que conheci.,24/09/2025 14:43
98d481f0-cfc5-4976-9bfb-61e179be6958,"O tema da mesa redonda foi muito bom, um tema muito importante para todo estudante que está querendo ingressar no mercado de trabalho.",24/09/2025 14:50
9cd6db67-067e-45e7-8db9-db3f3a10afc6,"O tema escolhido caiu direitinho, pois nós que estamos preste a formar temos essas dúvidas ",24/09/2025 14:52
d51c3bbb-185b-4a34-848a-607621bd7cc2,Muito bom essa mesa redonda.,24/09/2025 14:54
bd6291a1-9381-4303-8619-d1612876e850,Palestra muito educativa para entender melhor a visão de dentro do mercado de trabalho.,24/09/2025 14:55
98d481f0-cfc5-4976-9bfb-61e179be6958,"O ambiente do auditório está muito bom, os ar condicionados ajudaram muito para deixa fresco e confortável, facilitando o foco nos eventos.",24/09/2025 14:55
e06ffaec-3d0b-45f5-85c5-94027d692f0f,"Estou gostando muito das palestras ",24/09/2025 14:57
e06ffaec-3d0b-45f5-85c5-94027d692f0f,Achei a Alexandra muito foda,24/09/2025 14:58
5c812191-4a89-40c2-ad20-11d17bed69a1,"o início com o aplicativo foi complicado, mas no geral foi tranquilo ",24/09/2025 14:58
5c812191-4a89-40c2-ad20-11d17bed69a1,"roda de conversa muito bacana, foi um tanto quanto diferente ver pessoas que se formaram no mesmo lugar que estou! ",24/09/2025 14:58
bd6291a1-9381-4303-8619-d1612876e850,Importante para entender questões específicas necessárias que não tinha pensado serem importantes no mercado.,24/09/2025 15:00
a5551753-5cda-4641-bc94-7d92707ef19c,Provavelmente a palestra com ex-alunos no mercado de trabalho é um dos melhores momentos dessa Secom.,24/09/2025 15:07
a5551753-5cda-4641-bc94-7d92707ef19c,Um minicurso com soft skills seria bem interessante para uma próxima secom.,24/09/2025 15:11
0b3e0f11-e393-4fb7-9c3b-1fa8ad9b3176,legal,24/09/2025 15:14
5bc436a4-ec67-4216-87a7-d9152877d21f,"Mesa redonda foi mt legal ",24/09/2025 15:37
ab7efb84-6060-477e-a39e-ebd3395ed050,Muito bom,24/09/2025 15:40
ab7efb84-6060-477e-a39e-ebd3395ed050,Muito relevante!,24/09/2025 15:41
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,"Myito bo
",24/09/2025 15:55
8b532002-32a9-47b8-a068-f68ebed037cd,Mudaram a temperatura e ficou bom.,24/09/2025 16:06
99899b5a-eb3d-4d67-a64f-a143f824a709,Incrível primeiro dia! Ansioso pelos próximos dias!,24/09/2025 16:15
02af807d-7123-444e-b61e-89eaf92be60f,Foi incrível,24/09/2025 16:45
02af807d-7123-444e-b61e-89eaf92be60f,"Ótimo primeiro dia! ",24/09/2025 16:45
c0f15389-3383-4e94-b413-2fd78bcd0b68,Muitop,24/09/2025 21:22
c0f15389-3383-4e94-b413-2fd78bcd0b68,.,24/09/2025 21:22
7064b0be-2b69-4b72-b749-c7057e244714,"amei a roda de conversa ",25/09/2025 00:08
99899b5a-eb3d-4d67-a64f-a143f824a709,Game Jam no hype!,25/09/2025 08:39
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,"boa sorte na maratona ",25/09/2025 08:57
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Faltou o check-in para a gamejam...,25/09/2025 11:25
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Muito legal ter 2 dias para realização da gamejam esse ano!,25/09/2025 12:45
12c8e1ec-c662-415a-b106-b64ccb7ece3f,👏,25/09/2025 12:45
226440c8-ce0c-42b8-a37b-8435e915955d,A maratona foi ótima!,25/09/2025 12:57
86cb75a4-c315-4d9a-9289-8ea110fc8799,"Ansioso pro coffee break ",25/09/2025 13:08
9aa2b218-1ce5-4019-8e59-cefd44bc9866,Eu quero a bolsa!!!,25/09/2025 13:08
86cb75a4-c315-4d9a-9289-8ea110fc8799,Bom vídeo do cifrasclub,25/09/2025 13:08
86cb75a4-c315-4d9a-9289-8ea110fc8799,"Boa quinta ",25/09/2025 13:08
9aa2b218-1ce5-4019-8e59-cefd44bc9866,"Obrigado Gláucia, pela linda festa!",25/09/2025 13:09
9aa2b218-1ce5-4019-8e59-cefd44bc9866,Vamos Trojan!,25/09/2025 13:09
548430cf-9b95-4cde-93c2-547a80cdd20e,A maratona foi ótima!,25/09/2025 13:09
548430cf-9b95-4cde-93c2-547a80cdd20e,"Evento incrível ",25/09/2025 13:09
548430cf-9b95-4cde-93c2-547a80cdd20e,Evento topp,25/09/2025 13:10
99899b5a-eb3d-4d67-a64f-a143f824a709,Coffe break da Game Jam foi o melhor 😋,25/09/2025 13:12
71ec2c5f-212f-479f-bcb4-75bef259f870,"Muitos participantes não vão conseguir chegar pra abertura, fila do RU está muito lenta. Ainda estamos presos aqui...",25/09/2025 13:12
070db213-148d-45f2-8d8a-a0533d8ed2b1,"Muito bom esse evento ",25/09/2025 13:14
ef513315-04b4-49b0-ae60-0cfd18608054,Muito divertido a maratona.,25/09/2025 13:15
47cacf3f-e0f2-421b-a645-5e0efd6cc615,"Fila do RU tirando um checkin meu ",25/09/2025 13:15
070db213-148d-45f2-8d8a-a0533d8ed2b1,Grandes espectativas!!!,25/09/2025 13:15
7d582411-e617-4105-8edf-bca7ee066eca,"Gostei bastante da maratona ",25/09/2025 13:16
43aca24c-d788-497e-8521-06df728eeaf8,"A maratona foi muito boa, bem concorrido ",25/09/2025 13:17
43aca24c-d788-497e-8521-06df728eeaf8,Não deu pra almoçar pós maratona mas vamo q vamo,25/09/2025 13:17
15ae4086-4952-4aac-a16b-5c2852e5e523,"Boa tarde, gente",25/09/2025 13:18
a9d36446-c85c-43d3-bccf-8084d2231951,Apresentação da setapp muito boa,25/09/2025 13:18
43aca24c-d788-497e-8521-06df728eeaf8,"A todo vapor na gamejam ",25/09/2025 13:18
15ae4086-4952-4aac-a16b-5c2852e5e523,"Os eventos estão bem legais até agora ",25/09/2025 13:18
a9d36446-c85c-43d3-bccf-8084d2231951,Fiquei muito interessado pela empresa júnior setapp,25/09/2025 13:18
15ae4086-4952-4aac-a16b-5c2852e5e523,"Esperando pelo próximo cofee-break já ",25/09/2025 13:19
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,a maratona foi legal dmss,25/09/2025 13:19
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,queria mesa redonda todos os dias :(,25/09/2025 13:19
40e23675-8f02-4354-a49c-3a3e0f6c2687,"Palestras são muito boas, criativas e interativas. Realmente são muito importantes para a formação para o mercado de trabalho.",25/09/2025 13:20
19f49226-5a60-463b-85d3-ac562e4eddc4,Gamejam fluindo demais mas triste por perder algumas palestras,25/09/2025 13:21
32724cee-7c33-4b98-a90c-4d0203f9d84a,Como faço para participar da empresa junior?,25/09/2025 13:21
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,SetApp maior do Brasil?,25/09/2025 13:22
19f49226-5a60-463b-85d3-ac562e4eddc4,Espero que a maratona não tenha uns prêmios tão melhores que a gamejam dessa vez hahahaha,25/09/2025 13:23
32724cee-7c33-4b98-a90c-4d0203f9d84a,Como empresa junior contribui para minha carreira profissional?,25/09/2025 13:23
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,Sorteia camisa da SetApp😋,25/09/2025 13:23
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,coffe break muito bom!,25/09/2025 13:23
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ótima programação!,25/09/2025 13:23
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,sorteia camisa de E-sports,25/09/2025 13:23
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Hoje está mais vazio :(,25/09/2025 13:23
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Espero que a internet funcione,25/09/2025 13:23
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Vai ter picolé hoje também?? :),25/09/2025 13:24
e2b6d403-470e-4752-8767-48575bb10c67,"Maratona foi dahora ",25/09/2025 13:24
32724cee-7c33-4b98-a90c-4d0203f9d84a,Tá sendo bacana participar desse evento.,25/09/2025 13:24
19f49226-5a60-463b-85d3-ac562e4eddc4,"O formato de mesa redonda ontem foi bem legal, seria interessante ter mais vezes",25/09/2025 13:24
e2b6d403-470e-4752-8767-48575bb10c67,"Podia ter mais atrações como a mesa redonda ",25/09/2025 13:24
f436cb6f-b331-4a0c-ba41-567a1f74ef05,O pão de queijo do coffee break esrta muito bom,25/09/2025 13:24
e2b6d403-470e-4752-8767-48575bb10c67,E liberar pra ler todos os comentarios,25/09/2025 13:24
5c812191-4a89-40c2-ad20-11d17bed69a1,"muito produtivo as palestras ! ",25/09/2025 13:26
5c812191-4a89-40c2-ad20-11d17bed69a1,"fiz muito Network com as pessoas ",25/09/2025 13:26
5c812191-4a89-40c2-ad20-11d17bed69a1,"aprendi um pouco sobre possibilidades para meu futuro ",25/09/2025 13:27
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,amanda a secom!,25/09/2025 13:27
700f7b0c-46a5-4f88-b605-7015d0660e2b,Esperando o coffe break,25/09/2025 13:27
700f7b0c-46a5-4f88-b605-7015d0660e2b,Palestras muito boas,25/09/2025 13:27
700f7b0c-46a5-4f88-b605-7015d0660e2b,Ótimo evento,25/09/2025 13:27
ad08e116-810d-4533-a7c6-9782fcb55f6d,Ótimo Evento,25/09/2025 13:30
f436cb6f-b331-4a0c-ba41-567a1f74ef05,Parece muito interessante essa empresa unior setapp,25/09/2025 13:37
02af807d-7123-444e-b61e-89eaf92be60f,"Fui amassado na maratona ",25/09/2025 13:38
c9e2374f-bf33-4003-b871-6ecb5ae22aee,"Doido pra ver as palestras ",25/09/2025 13:38
02af807d-7123-444e-b61e-89eaf92be60f,"Ansioso pelas palestras de tarde ",25/09/2025 13:38
f436cb6f-b331-4a0c-ba41-567a1f74ef05,Felicidades e Boa sorte pro pessoal da SetApp,25/09/2025 13:40
f436cb6f-b331-4a0c-ba41-567a1f74ef05,Ansioso pelos minucursos,25/09/2025 13:40
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,o app melhorou mto de ano passado pra esse ano,25/09/2025 13:43
45025e25-714c-447c-ad00-3f2880882d2b,Ansioso pelo coffe break,25/09/2025 13:43
45025e25-714c-447c-ad00-3f2880882d2b,Ótimas palestras,25/09/2025 13:44
02af807d-7123-444e-b61e-89eaf92be60f,Ansioso pelos jogos da gamejam,25/09/2025 13:44
45025e25-714c-447c-ad00-3f2880882d2b,"Ótimas palestras ",25/09/2025 13:44
5bc436a4-ec67-4216-87a7-d9152877d21f,"Tô gostando MT das palestras ",25/09/2025 13:44
5bc436a4-ec67-4216-87a7-d9152877d21f,A maratona foi mt divertida!!!,25/09/2025 13:44
5bc436a4-ec67-4216-87a7-d9152877d21f,Adorando,25/09/2025 13:44
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"Syndle sempre presente na Secom, muito boa a palestra ",25/09/2025 13:50
d0881343-b903-4573-aee3-c821f2e201de,"Muito boa a maratona, gostei das questões!!",25/09/2025 13:51
d0881343-b903-4573-aee3-c821f2e201de,Muito boa a palestra da setup,25/09/2025 13:51
d0881343-b903-4573-aee3-c821f2e201de,Muito boa a palestra da sydle,25/09/2025 13:52
5f8de493-ef20-420b-89bc-09e886b26f67,Bom,25/09/2025 13:54
5f8de493-ef20-420b-89bc-09e886b26f67,Otimo,25/09/2025 13:54
5f8de493-ef20-420b-89bc-09e886b26f67,Incrivel,25/09/2025 13:55
b843c3db-fc8f-45a6-8322-19b87391fa20,A maratona de programação desse ano vai ser acirrada. Ansioso com o resultado!,25/09/2025 14:01
b843c3db-fc8f-45a6-8322-19b87391fa20,A maratona de programação desse ano foi incrível.,25/09/2025 14:02
b843c3db-fc8f-45a6-8322-19b87391fa20,"SYDLE sempre marcando presença, amo ❤ ",25/09/2025 14:03
b843c3db-fc8f-45a6-8322-19b87391fa20,"SYDLE sempre marcando presença, amo ❤ ",25/09/2025 14:05
61070f87-e362-47bc-b690-aa075a9fd9b7,Gostei muito da palestra,25/09/2025 14:08
a9d36446-c85c-43d3-bccf-8084d2231951,Não entendi muito da apresentação da sydle,25/09/2025 14:13
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Ansiosa para o coffeee break,25/09/2025 14:16
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Palestra muito interessante,25/09/2025 14:16
3e72f254-acab-4aec-ad73-bf9dff9c21ad,"Ótima palestra ",25/09/2025 14:17
3e72f254-acab-4aec-ad73-bf9dff9c21ad,"Assunto muito interessante ",25/09/2025 14:17
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Quero muito ganhar algum sorteio,25/09/2025 14:17
7568d4e3-7c42-4c07-9246-161f8f144017,"Cada coffe break uma surpresa ",25/09/2025 14:20
7568d4e3-7c42-4c07-9246-161f8f144017,"Mais cheio do que no ano passado ",25/09/2025 14:20
9cd6db67-067e-45e7-8db9-db3f3a10afc6,"A palestra ontem me ajudou a procurar estágio ",25/09/2025 14:24
7568d4e3-7c42-4c07-9246-161f8f144017,"Ansioso para a segunda palestra ",25/09/2025 14:25
37ec55d9-b848-47bd-9a33-f64afd2dd867,"Ótimo ",25/09/2025 14:25
37ec55d9-b848-47bd-9a33-f64afd2dd867,Mto bom,25/09/2025 14:25
37ec55d9-b848-47bd-9a33-f64afd2dd867,"Parabéns ",25/09/2025 14:25
ad08e116-810d-4533-a7c6-9782fcb55f6d,"Sydle ",25/09/2025 14:32
9cd6db67-067e-45e7-8db9-db3f3a10afc6,"As palestras são legais ",25/09/2025 14:33
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"Palestra sydle one a melhor da secom ",25/09/2025 14:33
9cd6db67-067e-45e7-8db9-db3f3a10afc6,Achei interessante a solução da sydle,25/09/2025 14:34
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"Maratona de programação hoje estava bem difícil ",25/09/2025 14:34
667d742e-3fdf-457b-b63c-7a8befc9bee4,"A apresentação da setapp foi muito boa ",25/09/2025 14:34
667d742e-3fdf-457b-b63c-7a8befc9bee4,"A palestra da sydle foi super relevante ",25/09/2025 14:34
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"Campeonato de esports tá muito bem feita ",25/09/2025 14:35
7d582411-e617-4105-8edf-bca7ee066eca,"A palestras estão muito boas ",25/09/2025 14:35
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"Campeonato de esports poderia ter mais times, ano que vem podem aumentar a quantidade de times ",25/09/2025 14:35
9cd6db67-067e-45e7-8db9-db3f3a10afc6,Quero entrar na sydle kjkkk,25/09/2025 14:35
ef513315-04b4-49b0-ae60-0cfd18608054,Diferente.,25/09/2025 14:35
f569f9d9-9281-4405-a4aa-084b33a9be5a,Muito boa,25/09/2025 14:38
7d582411-e617-4105-8edf-bca7ee066eca,"Tá muito frio os ar condicionado ",25/09/2025 14:43
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,amo o cifra club,25/09/2025 14:43
c0f15389-3383-4e94-b413-2fd78bcd0b68,Excelente sydle one,25/09/2025 14:43
c0f15389-3383-4e94-b413-2fd78bcd0b68,Geral tem gato,25/09/2025 14:50
c0f15389-3383-4e94-b413-2fd78bcd0b68,700 horas de Rocket League mds,25/09/2025 14:50
ad08e116-810d-4533-a7c6-9782fcb55f6d,"Adote um gato ",25/09/2025 14:50
ad08e116-810d-4533-a7c6-9782fcb55f6d,Todo mundo na studio sol tem um gatinho???,25/09/2025 14:51
24c725a4-20aa-4ce4-9d18-b194d3bdd5be,O evento está bastante legal,25/09/2025 14:52
24c725a4-20aa-4ce4-9d18-b194d3bdd5be,🎉🎉,25/09/2025 14:52
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,Muito bom a plaestra,25/09/2025 14:53
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,"Muito bom a palestra ",25/09/2025 14:54
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,"Conteúdo muito interessante ",25/09/2025 14:54
4a38eef3-4375-45b4-b386-649cb518c20b,"Gente, qual é o shampoo que o Patr- Rodrigo usa?",25/09/2025 14:55
913cf695-2ce7-40c2-a996-ce8bff7ee32c,O evento está incrível,25/09/2025 14:55
913cf695-2ce7-40c2-a996-ce8bff7ee32c,Amando as palestras!👏🏻👏🏻,25/09/2025 14:55
a5551753-5cda-4641-bc94-7d92707ef19c,Os Goats da Studio Sol & Letras novamente.,25/09/2025 14:55
913cf695-2ce7-40c2-a996-ce8bff7ee32c,Tudo muito bem organizado!,25/09/2025 14:56
913cf695-2ce7-40c2-a996-ce8bff7ee32c,Evento mais esperado do ano!,25/09/2025 14:59
913cf695-2ce7-40c2-a996-ce8bff7ee32c,"Parabéns para a Gláucia e comissão organizadora, tudo perteito",25/09/2025 14:59
a5551753-5cda-4641-bc94-7d92707ef19c,"Poderia ter mais palestras da tarde da indústria. ",25/09/2025 15:00
ef513315-04b4-49b0-ae60-0cfd18608054,Legal.,25/09/2025 15:02
